"ART_CODIGO";"ART_PROV";"ART_SUSTITUTO";"ART_LINEA";"ART_MARCA";"ART_GRUPO";"ART_IMPU";"ART_CODIGO_FABRICA";"ART_DESC";"ART_DESC_ABREV";"ART_UNID_MED";"ART_TIPO";"ART_EMPAQUE";"ART_CONTENIDO";"ART_DATOS_TEC";"ART_FACTOR_CONVERSION";"ART_EST";"ART_COD_ESTADISTICA";"ART_TIPO_COMISION";"ART_IND_IMP";"ART_CUAD_DEMO";"ART_RUBRO";"ART_IND_EN_LINEA";"ART_IND_CON_ROTACION";"ART_COD_ALFANUMERICO";"ART_PAIS";"ART_MINIMO_EXIGIDO_PROV";"ART_SECUENCIA";"ART_KG_UNID";"ART_KG_CONTENIDO";"ART_COLOR";"ART_NRO_MOTOR";"ART_NRO_CHASSIS";"ART_MODELO";"ART_CLAS_SUBGRUPO";"ART_CLASIFICACION";"ART_DPTO";"ART_SECCION";"ART_SECTOR";"ART_MAX_PORC_DCTO_VTA";"ART_M3_CAJA";"ART_CATEG_INDICES";"ART_MAX_PORC_DCTO";"ART_IND_MAX_POR_GRART";"ART_PRECIO_METRO_LINEAL";"ART_IND_COSTO";"ART_IND_M";"ART_IND_P";"ART_IND_V";"ART_IND_E";"ART_PORC_FIJO"
"4968";"31";"";"13";"1";"144";"2";"";"TORNILLO 5/32X11/4";"TORNILLO 5/32X11/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T5/32X11/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4969";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80920";"LISTELES DURAGRES DD80920";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80920";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4970";"31";"";"13";"1";"144";"2";"";"TORNILLO 1/8X1";"TORNILLO 1/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T1/8X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4971";"157";"";"1";"1";"130";"2";"";"BARILLA TOHALLERA CRISTAL";"BARILLA TOHALLERA CRISTAL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BTC4971";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4972";"31";"";"13";"1";"144";"2";"";"TORNILLO 3/16X1";"TORNILLO 3/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T3/16X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4973";"631";"";"1";"1";"37";"2";"";"SIFON SIMPLE ASTRA SSU";"SIFON SIMPLE ASTRA SSU";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"SSU";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4974";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80330";"LISTELES DURAGRES DD80330";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80330";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4975";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD81040";"LISTELES DURAGRES DD81040";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD81040";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4976";"384";"";"13";"1";"144";"2";"";"TORNILLO 3/16X11/4";"TORNILLO 3/16X11/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T3/16X11/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4977";"519";"";"1";"1";"155";"2";"";"INODORO CELITE CISTERNA ACOP.";"INODORO CELITE CISTERNA ACOP.";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"ICCA";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4978";"518";"";"13";"1";"8";"2";"";"CONEX.UNION REDUCCION GPG6X4";"CONEX.UNION REDUCCION GPG6X4";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"GPG6X4";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4979";"394";"";"1";"1";"130";"2";"";"DUCHA CON BRAZO AGUA FRIA";"DUCHA CON BRAZO AGUA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DCAF";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4980";"81";"";"1";"1";"77";"2";"";"MANGUERA PARA BIDET 1/2";"MANGUERA PARA BIDET ";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPB1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4981";"31";"";"13";"1";"144";"1";"";"TORNILLO CABEZA CONICO 8X30MM";"TORNILLO CABEZA CONI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCC8X30";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4982";"30";"";"1";"1";"77";"2";"";"REFIL PARA FILTRO";"REFIL PARA FILTRO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RPF4982";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4983";"30";"";"1";"1";"77";"2";"";"FILTRO PARA AGUA";"FILTRO PARA AGUA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"FPA4983";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4984";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80950";"LISTELES DURAGRES DD80950";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80950";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4985";"46";"";"13";"1";"8";"2";"";"ADAPT.MANG.3/8 ROSC.HEMBRA 1/4 10440";"ADAPT.MANG.3/8 ROSC.HEMBRA 1/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AM3/8RH1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4986";"8";"";"1";"1";"70";"2";"";"MEZCLADORA P/LAVATORIO FV POMO";"MEZCLADORA P/LAVATOR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"207/61";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4987";"57";"";"1";"1";"70";"2";"";"MEZCLADORA P/LAVATORIO FV CLASICO";"MEZCLADORA P/LAVATOR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"207/20";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4988";"28";"";"13";"1";"8";"2";"";"ADAPT.ACOPLE ROSCA HEMBRA 1/4 10437";"ADAPT.ACOPLE ROSCA HEMBRA 1/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AARH1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4989";"8";"";"1";"1";"70";"2";"";"CANILLA P/BIDET SIMPLE FV CLASICO";"CANILLA P/BIDET SIMP";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"031101/20";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4990";"28";"";"13";"1";"8";"2";"";"ACCESORIO P/AIRE 03";"ACCESORIO P/AIRE 03";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"APA03";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4991";"224";"";"1";"1";"70";"2";"";"MEZCLADORA P/BIDET CROMO 295/B1";"MEZCLADORA P/BIDET CROMO 295/B";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"295/B1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4992";"28";"";"13";"1";"8";"2";"";"ADAPT.ACOPLE MANG.1/4 12783";"ADAPT.ACOPLE MANG.1/4 12783";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AAM1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4993";"578";"";"1";"1";"77";"2";"";"DUCHA ARTICULADA DOCOL";"DUCHA ARTICULADA DOCOL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DAD4993";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4994";"28";"";"13";"1";"8";"2";"";"ADAPT.TE AIRE 5/16";"ADAPT.TE AIRE 5/16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"ATA5/16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4995";"409";"";"1";"1";"142";"2";"";"JUNTA GRANDE P/ TERMOTANQUE";"JUNTA GRANDE P/ TERM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"JGPTT";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4996";"28";"";"13";"1";"8";"2";"";"ADAPT.ACOPLE ROSCA MACHO 1/4 08912";"ADAPT.ACOPLE ROSCA MACHO 1/4 0";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AARM1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4997";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80640";"LISTELES DURAGRES DD80640";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80640";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4998";"175";"";"4";"1";"163";"2";"";"CUTER PROF.TRAM.43408/903";"CUTER PROF.TRAM.43408/903";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"43408/903";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4999";"310";"";"1";"1";"77";"2";"";"MEZCLADORA DUCHA MASTERLY 608";"MEZCLADORA DUCHA MAS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6084999";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5000";"392";"";"1";"1";"70";"2";"";"MONOCOM.DUCHA 0106.02/92 CR.";"MONOCOM.DUCHA 0106.02/92 CR.";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"0106/92";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5001";"46";"";"13";"1";"8";"2";"";"UNION MANG.AIRE 3/8";"UNION MANG.AIRE 3/8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"UMA3/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5002";"114";"";"1";"1";"77";"1";"";"CANILLA C/FILTRO SIMPLE";"CANILLA C/FILTRO SIM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"21715002";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5003";"51";"";"11";"1";"83";"2";"";"BASCULA ELECT. GC300 300 KG";"BASCULA ELECT. GC300 300 KG";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"GC300";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"S";"S";"S";""
"5004";"8";"";"1";"1";"70";"2";"";"MONOCOM.P/DUCHA EXT JAPI CROM";"MONOCOM.P/DUCHA EXT JAPI CROM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MDJ5004";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5005";"28";"";"13";"1";"8";"2";"";"ADAPT.MANG.LAV.1/2 ROSCA 1/2 11798";"ADAPT.MANG.LAV.1/2 ROSCA 1/2 1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AML1/2R1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5006";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80860";"LISTELES DURAGRES DD80860";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80860";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5007";"46";"";"13";"1";"8";"1";"";"UNION MANG.AIRE 7/16";"UNION MANG.AIRE 7/16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"UMA7/16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5008";"428";"";"1";"1";"70";"2";"";"MONOCOMOANDO PARA BIDE F46000C";"MONOCOMOANDO PARA BI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"3040";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5009";"8";"";"1";"1";"70";"2";"";"MONOCOMANDO P/PILETA";"MONOCOMANDO P/PILETA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"9020";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5010";"35";"";"1";"1";"60";"2";"";"CAJA STECK 16TM";"CAJA STECK 16TM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CS16TM";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5011";"350";"";"1";"1";"70";"2";"";"MONOC.P/BIDE QURIJA ARES";"MONOC.P/BIDE QURIJA ";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"3145011";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5012";"65";"";"1";"1";"152";"2";"";"PICO LLAVE SIMPLE VIMAR PLANA 14000";"PICO LLAVE SIMPLE VIMAR PLANA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"14000";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5013";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80660";"LISTELES DURAGRES DD80660";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80660";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5014";"82";"";"4";"1";"26";"2";"";"VALVULA PLAST.AZUL 3/4`";"VALVULA PLAST.AZUL 3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VPA3/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5015";"8";"";"4";"1";"26";"2";"";"VALVULA DE RET.3/4 CON FILTRO";"VALVULA DE RET.3/4 CON FILTRO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VDR3/4F";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5016";"46";"";"13";"1";"8";"2";"";"UNION MANG.AIRE 1/4";"UNION MANG.AIRE 1/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"UMA1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5017";"428";"";"4";"1";"26";"2";"";"VALVULA DE RETENCION 1.1/2";"VALVULA DE RETENCION";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VDR1.1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5018";"46";"";"13";"1";"8";"2";"";"ACCESORIO P/AIRE 11";"ACCESORIO P/AIRE 11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"APA11";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5019";"428";"";"4";"1";"26";"2";"";"VALVULA DE RETENCION ITALY 1.1/4";"VALVULA DE RETENCION";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VDR1.1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5020";"428";"";"4";"1";"26";"2";"";"VALVULA DE RETENCION ITALY 1";"VALVULA DE RETENCION";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VDR1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5021";"45";"";"13";"1";"8";"2";"";"ABRAZADERA P/MANGUERA LAVADERO 1/2";"ABRAZADERA P/MANGUER";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"1612-H";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5022";"6";"";"4";"1";"64";"2";"";"DESENGRIPANTE COLAMAIS TECH LUB";"DESENGRIPANTE COLAMA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DC5022";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5023";"505";"";"1";"1";"157";"2";"";"LISTEL ELIANE MACEIO A1313";"LISTEL ELIANE MACEIO A1313";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"A1313";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5024";"175";"";"4";"1";"56";"2";"";"DESTORNILLADOR PUNTA PHILIPS COMUN";"DESTORNILLADOR PUNTA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DPPC";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5025";"428";"";"1";"1";"70";"2";"";"CONECCION FLEXIBLE P/MONOC. 1/2X1/4";"CONECCION FLEXIBLE P";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CFPM5025";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5026";"505";"";"1";"1";"157";"2";"";"LISTEL ELIANE JICHEIRA A1315";"LISTEL ELIANE JICHEIRA A1315";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"A1315";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5027";"28";"";"13";"1";"8";"2";"";"ADAPT.TE AIRE 1/4";"ADAPT.TE AIRE 1/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"ATA1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5028";"505";"";"1";"1";"157";"2";"";"LISTEL ELIANE BETIN A1310";"LISTEL ELIANE BETIN A1310";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"A1310";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5029";"81";"";"1";"1";"70";"1";"";"CABEZA CLASICO FV";"CABEZA CLASICO FV";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CCFV";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5030";"409";"";"1";"1";"130";"2";"";"DUCHA JAMES DJ5.4";"DUCHA JAMES DJ5.4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DJ5.4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5031";"28";"";"13";"1";"8";"2";"";"ADAPT.ACOPLE MANG.3/8";"ADAPT.ACOPLE MANG.3/8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AAM3/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5032";"428";"";"1";"1";"142";"2";"";"RESISTENCIA CON ROSCA";"RESISTENCIA CON ROSC";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RCR5032";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5033";"183";"";"1";"1";"77";"2";"";"PROLONG.P/CANILLA1/2X11/4 CROM";"PROLONG.P/CANILLA1/2X11/4 CROM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PPC1/2X11/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5034";"183";"";"1";"1";"77";"2";"";"PROLONG.P/CANILLA 1/2X2 CROM";"PROLONG.P/CANILLA 1/2X2 CROM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PPC1/2X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5035";"428";"";"1";"1";"70";"2";"";"GOMA P/CANILLA FV 1/2";"GOMA P/CANILLA FV 1/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"GPCFV1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"S";"";"";"S";"S";""
"5036";"57";"";"1";"1";"77";"2";"";"TAPA AGUJERO";"TAPA AGUJERO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TA";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5037";"428";"";"1";"1";"77";"2";"";"CANILLA ESF.ITALY 1/2 C/PICO";"CANILLA ESF.ITALY 1/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CE1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5038";"81";"";"1";"1";"77";"1";"";"CANILLA ESFERICA P/CANDADO ROSC 1/2";"CANILLA ESFERICA P/C";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CEPCR1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5039";"81";"";"1";"1";"77";"1";"";"CANILLA ESFERICA P/CANDADO ROS 3/4";"CANILLA ESFERICA P/C";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CEPCR3/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5040";"28";"";"4";"1";"64";"2";"";"PICO PARA ENGRAZADOR PUNTA NEGRA";"PICO PARA ENGRAZADOR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PPEPN";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5041";"39";"";"4";"1";"75";"2";"";"MANIJA T DESL.GED.3/4";"MANIJA T DESL.GED.3/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"32875041";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5042";"81";"";"1";"1";"77";"2";"";"LLAVE DE PASO PLASTICO ROSCA 1/2";"LLAVE DE PASO PLASTI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LPPR1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5043";"505";"";"1";"1";"157";"2";"";"LISTEL ELIANE VICENZA A1306";"LISTEL ELIANE VICENZA A1306";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"A1306V";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"5044";"448";"";"1";"1";"77";"2";"";"CANILLA NEGRA C/PICO ROSCA 1/2";"CANILLA NEGRA C/PICO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CNCPR1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5045";"384";"";"4";"1";"64";"2";"";"PICO PARA ENGRAZADOR SCHWEERS";"PICO PARA ENGRAZADOR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"S-182";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
