"ART_CODIGO";"ART_PROV";"ART_SUSTITUTO";"ART_LINEA";"ART_MARCA";"ART_GRUPO";"ART_IMPU";"ART_CODIGO_FABRICA";"ART_DESC";"ART_DESC_ABREV";"ART_UNID_MED";"ART_TIPO";"ART_EMPAQUE";"ART_CONTENIDO";"ART_DATOS_TEC";"ART_FACTOR_CONVERSION";"ART_EST";"ART_COD_ESTADISTICA";"ART_TIPO_COMISION";"ART_IND_IMP";"ART_CUAD_DEMO";"ART_RUBRO";"ART_IND_EN_LINEA";"ART_IND_CON_ROTACION";"ART_COD_ALFANUMERICO";"ART_PAIS";"ART_MINIMO_EXIGIDO_PROV";"ART_SECUENCIA";"ART_KG_UNID";"ART_KG_CONTENIDO";"ART_COLOR";"ART_NRO_MOTOR";"ART_NRO_CHASSIS";"ART_MODELO";"ART_CLAS_SUBGRUPO";"ART_CLASIFICACION";"ART_DPTO";"ART_SECCION";"ART_SECTOR";"ART_MAX_PORC_DCTO_VTA";"ART_M3_CAJA";"ART_CATEG_INDICES";"ART_MAX_PORC_DCTO";"ART_IND_MAX_POR_GRART";"ART_PRECIO_METRO_LINEAL";"ART_IND_COSTO";"ART_IND_M";"ART_IND_P";"ART_IND_V";"ART_IND_E";"ART_PORC_FIJO"
"4887";"384";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 06";"REMACHES POP 4 X 06";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X06";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4888";"384";"";"13";"1";"122";"2";"";"REMACHES POP  5X30";"REMACHES POP  5X30";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X30";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4889";"384";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 10";"REMACHES POP 4 X 10";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X10";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4890";"384";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 10 (100 UNID)";"REMACHES POP 4 X 10 ";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X10(100)";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4891";"6";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 14";"REMACHES POP 4 X 14";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X14";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4892";"6";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 16";"REMACHES POP 4 X 16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4893";"6";"";"13";"1";"122";"2";"";"REMACHES POP 4 X 22";"REMACHES POP 4 X 22";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4X22";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4894";"792";"";"4";"1";"64";"2";"";"RETEN SABO 1543 P/LAVAD.HL15-22-25L";"RETEN SABO 1543 P/LAVAD.HL15-2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"1543";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4895";"384";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 08";"REMACHES POP 5 X 08";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X08";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4896";"175";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 10";"REMACHES POP 5 X 10";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X104896";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4897";"384";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 06";"REMACHES POP 5 X 06";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X06";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4898";"6";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 12";"REMACHES POP 5 X 12";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X12";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4899";"6";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 14";"REMACHES POP 5 X 14";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X14";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4900";"6";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 16";"REMACHES POP 5 X 16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4901";"384";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 19";"REMACHES POP 5 X 19";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X19";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4902";"6";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 22";"REMACHES POP 5 X 22";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X22";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4903";"384";"";"13";"1";"122";"2";"";"REMACHES POP 5 X 25";"REMACHES POP 5 X 25";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5X25";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4904";"505";"";"1";"1";"157";"2";"";"LISTELES DURAGRES DD80230";"LISTELES DURAGRES DD80230";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD80230";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"4905";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 12";"REMACHES POP 6 X 12";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X124905";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4906";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 14";"REMACHES POP 6 X 14";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X14";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4907";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 19";"REMACHES POP 6 X 19";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X19";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4908";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 22";"REMACHES POP 6 X 22";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X22";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4909";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 25";"REMACHES POP 6 X 25";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X254909";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4910";"384";"";"13";"1";"122";"2";"";"REMACHES POP 6 X 30";"REMACHES POP 6 X 30";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"6X304910";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4911";"67";"";"14";"1";"114";"2";"";"RODILLO ROMA 440/09";"RODILLO ROMA 440/09";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"440/09";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4912";"13";"";"14";"1";"114";"2";"";"RODILLO DE LANA 22 CU";"RODILLO DE LANA 22 C";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RL22CU";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4913";"76";"";"14";"1";"114";"1";"";"RODILLO DE LANA 15 CU";"RODILLO DE LANA 15 C";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RL15CU";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4914";"384";"";"14";"1";"114";"2";"";"BROCHA RECTANGULAR 18X08";"BROCHA RECTANGULAR 18X08";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BR18X8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4915";"384";"";"4";"1";"64";"2";"";"BROCHA MEDIANO  51";"BROCHA MEDIANO  51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BM51";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4916";"384";"";"14";"1";"114";"2";"";"BROCHA NRO. 54";"BROCHA NRO. 54";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BN54";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4917";"184";"";"1";"1";"14";"1";"";"FRANÇA PORTINARI 12X40";"FRANÃ¿A PORTINARI 12X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"FP12X40";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4918";"184";"";"1";"1";"14";"1";"";"MT AZU.PORTINARI 20X40";"MT AZU.PORTINARI 20X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"AP20X40";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4919";"30";"";"4";"1";"64";"2";"";"ROCIADOR 1/2 CIRCULAR J12";"ROCIADOR 1/2 CIRCULAR J12";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"R1/2C";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4920";"478";"";"1";"16";"116";"2";"";"MT PISO FORMIGRES NEON 43X43-46";"MT PISO FORMIGRES NEON 43X43-4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PFN43X43";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4921";"41";"";"1";"1";"60";"2";"";"REACTANCIA ELECTRONICO INTRAL 1X40W";"REACTANCIA ELECTRONICO INTRAL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RE1X40W";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4922";"59";"";"1";"1";"60";"2";"";"REACTANCIA POLACA 20W";"REACTANCIA POLACA 20";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RP20W4922";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4923";"12";"";"1";"1";"60";"1";"";"REACTANCIA VESCUS 20W";"REACTANCIA VESCUS 20";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RV20W";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4924";"12";"";"1";"1";"60";"2";"";"REACTANCIA HELFONT/POLACO 20W";"REACTANCIA HELFONT/POLACO 20W";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RH20W";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4925";"159";"";"1";"1";"60";"2";"";"REACTANCIA HELFONT 40W";"REACTANCIA HELFONT 4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RH40W";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4926";"65";"";"1";"1";"60";"2";"";"REACTANCIA ELECTRON.1 X 32W";"REACTANCIA ELECTRON.1 X 32W";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RE1X32";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4927";"41";"";"1";"1";"60";"2";"";"REACTANCIA ELECTRONICA 2X20W";"REACTANCIA ELECTRONI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RE2X20W";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4928";"174";"";"11";"1";"99";"1";"";"SOPORTE LUZ EMB.DORADO";"SOPORTE LUZ EMB.DORA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"SLED";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4929";"384";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 3/4";"TENSOR COMUN DE 3/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD3/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4930";"392";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 5/8";"TENSOR COMUN DE 5/8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD5/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4931";"392";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 1/2";"TENSOR COMUN DE 1/2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4932";"392";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 3/8";"TENSOR COMUN DE 3/8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD3/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4933";"392";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 5/16";"TENSOR COMUN DE 5/16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD5/16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4934";"384";"";"4";"1";"64";"2";"";"TENSOR COMUN DE 1/4";"TENSOR COMUN DE 1/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCD1/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4935";"67";"";"4";"1";"98";"2";"";"LLAVE L NRO. 19";"LLAVE L NRO. 19";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL19";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4936";"175";"";"4";"1";"98";"1";"";"LLAVE L NRO. 18";"LLAVE L NRO. 18";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL18";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4937";"67";"";"4";"1";"98";"2";"";"LLAVE L NRO. 17";"LLAVE L NRO. 17";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL17";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4938";"792";"";"4";"1";"75";"2";"01313";"LLAVE ALLEN GEDORE 16MM.";"LLAVE ALLEN GEDORE 16MM.";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"012015/42";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4939";"384";"";"4";"1";"98";"2";"";"LLAVE L NRO. 15";"LLAVE L NRO. 15";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL15";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4940";"67";"";"4";"1";"75";"2";"";"LLAVE L NRO. 14";"LLAVE L NRO. 14";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL144940";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4941";"67";"";"4";"1";"98";"2";"";"LLAVE L NRO. 12";"LLAVE L NRO. 12";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL12";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4942";"175";"";"4";"1";"98";"2";"";"LLAVE L NRO. 11";"LLAVE L NRO. 11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL11";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4943";"175";"";"4";"1";"163";"2";"";"LLAVE L TRAM.NRO. 10";"LLAVE L TRAM.NRO. 10";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LLT10";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4944";"28";"";"4";"1";"98";"1";"";"LLAVE L NRO. 09";"LLAVE L NRO. 09";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL09";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4945";"67";"";"4";"1";"98";"2";"";"LLAVE L NRO. 08";"LLAVE L NRO. 08";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL08";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4946";"28";"";"4";"1";"98";"2";"";"LLAVE L NRO. 16";"LLAVE L NRO. 16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL164946";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4947";"392";"";"4";"1";"163";"2";"";"RASTRILLO TRAMONTINA 77101/164";"RASTRILLO TRAMONTINA 77101/164";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"77101/164";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4948";"67";"";"4";"1";"98";"2";"";"LLAVE L NRO. 13";"LLAVE L NRO. 13";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"LL13";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4949";"392";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X12";"TORNILLO MITTO 3X12";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X12";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4950";"392";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X16";"TORNILLO MITTO 3X16";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4951";"392";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X20";"TORNILLO MITTO 3X20";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X20";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4952";"175";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X25";"TORNILLO MITTO 3X25";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X25";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4953";"384";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X30";"TORNILLO MITTO 3X30";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X30";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4954";"31";"";"13";"1";"29";"2";"";"TUERCAS COMUN 1/8";"TUERCAS COMUN 1/8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TMQ1/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4955";"384";"";"13";"1";"144";"2";"";"TORNILLO MITTO 3X35";"TORNILLO MITTO 3X35";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TM3X35";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4956";"115";"";"4";"1";"64";"2";"";"PULSADOR STOP - REP.BOMBA AGUA";"PULSADOR STOP - REP.BOMBA AGUA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RB4956";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4957";"160";"";"1";"1";"130";"2";"";"TAPA ASIENTO LOSA CINZA CLARO";"TAPA ASIENTO LOSA CI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TALCC";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4958";"342";"";"1";"1";"130";"2";"";"PULSADOR PARA SISTERNA BAJA";"PULSADOR PARA SISTER";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PPSB";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4959";"31";"";"13";"1";"144";"1";"";"TORNILLO CABEZA CONICO 3/8X1";"TORNILLO CABEZA CONI";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TCC3/8X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4960";"631";"";"1";"1";"130";"2";"";"BRAZO PULSADOR SISTERNA BAJA";"BRAZO PULSADOR SISTE";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BPSB";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4961";"31";"";"13";"1";"144";"1";"";"TORNILLO 1/4X3/4";"TORNILLO 1/4X3/4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T1/4X3/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4962";"2";"";"1";"1";"130";"2";"";"OBSTURADOR SISTERNA BAJA";"OBSTURADOR SISTERNA ";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"OS";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4963";"289";"";"11";"1";"46";"2";"";"COLCHON SUEÑOL.140X190 INTENS S.O.";"COLCHON SUEÃ`OL.140X190 INTENS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CSI140X190SO";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"S";"S";"S";""
"4964";"67";"";"13";"1";"144";"1";"";"TORNILLO 5/32X11/2";"TORNILLO 5/32X11/2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T5/32X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4965";"31";"";"13";"1";"144";"2";"";"TORNILLO 5/32X1";"TORNILLO 5/32X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"T5/32X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4966";"36";"";"1";"1";"130";"2";"";"REP.CISTERNA BAJA ASTRA KE263N";"REP.CISTERNA BAJA AS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"KE263N";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4967";"79";"";"4";"1";"64";"2";"";"RAIN X ANTI LLUVIA";"RAIN X ANTI LLUVIA";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"RX112";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
